,TrigNo,T50,T90,F1,F2,F3,F4,P64,P256,P1024
1098,5458,0.016,0.024,6.58E-09,6.54E-09,9.11E-09,0,1.459,0.443,0.073
1099,5459,0.128,0.336,8.57E-09,1.04E-08,3.44E-08,0,1.41,0.858,0.212
1100,5461,0.768,1.408,9.81E-09,4.03E-08,2.51E-07,1.92E-07,1.673,1.088,0.847
1101,5463,23.552,65.568,8.64E-07,9.01E-07,2.75E-06,7.88E-06,1.086,0.761,0.63
1102,5464,10.752,28.864,3.81E-07,5.57E-07,2.74E-06,4.64E-06,3.407,2.6,1.71
1103,5465,1.375,3.904,9.31E-08,1.06E-07,1.49E-07,0,0.718,0.643,0.555
1104,5466,5.696,16.288,9.32E-07,4.57E-07,3.67E-07,8.05E-07,0.839,0.734,0.646
1105,5467,1.376,2.97,4.09E-08,7.00E-08,5.50E-07,1.71E-06,1.529,1.401,1.12
1106,5469,0.96,1.504,1.51E-08,5.86E-08,3.19E-07,3.06E-07,3.202,2.098,1.144
1107,5470,2.432,30.4,2.76E-07,4.61E-07,2.34E-06,1.86E-05,5.789,4.794,4.296
1108,5471,0.814,1.758,5.08E-08,5.49E-08,7.53E-07,1.10E-05,2.973,2.464,2.103
1109,5472,11.392,55.136,8.00E-07,6.88E-07,1.66E-06,8.66E-07,2.134,1.961,1.422
1110,5473,15.104,80.64,1.41E-06,1.87E-06,7.19E-06,1.57E-05,3.998,3.788,2.941
1111,5474,5.824,18.432,9.97E-07,5.17E-07,7.27E-07,4.68E-07,1.016,0.909,0.808
1112,5475,25.664,72.8,4.45E-07,5.49E-07,1.98E-06,3.76E-06,2.717,2.416,1.391
1113,5476,13.248,21.888,8.69E-07,8.68E-07,1.81E-06,1.10E-06,2.789,2.55,1.996
1114,5477,1.344,17.088,7.24E-07,1.07E-06,7.89E-06,0.000102,29.352,23.874,18.434
1115,5478,262.784,296.96,1.39E-06,2.13E-06,5.87E-06,2.34E-06,3.095,2.959,2.772
1116,5479,38.272,137.344,1.47E-06,1.73E-06,4.15E-06,5.09E-06,2.893,2.756,2.5
1117,5480,23.68,47.296,1.06E-06,8.57E-07,9.80E-07,0,0.826,0.65,0.573
1118,5482,126.944,253.28,2.06E-06,2.66E-06,7.19E-06,6.68E-06,1.287,1.154,0.981
1119,5483,1.312,2.56,1.48E-07,1.10E-07,1.15E-07,4.57E-08,1.57,1.324,0.829
1120,5484,13.184,64.576,4.73E-07,6.30E-07,2.04E-06,3.24E-06,2.951,2.679,2.368
1121,5485,1.792,3.84,3.07E-08,3.43E-08,1.18E-07,3.26E-07,0.627,0.396,0.285
1122,5486,14.976,86.72,6.74E-06,7.89E-06,2.61E-05,5.21E-05,10.332,9.345,8.48
1123,5487,5.056,12.128,2.68E-07,2.76E-07,2.33E-07,0,0.832,0.523,0.455
1124,5488,0.096,0.192,8.89E-10,5.94E-09,4.09E-08,2.05E-08,1.087,0.718,0.184
1125,5489,22.784,140.48,4.23E-06,4.80E-06,1.74E-05,2.45E-05,9.958,9.436,8.735
1126,5490,9.28,18.368,2.59E-07,3.74E-07,6.46E-07,0,1.138,0.969,0.664
1127,5491,0.072,0.144,7.49E-09,1.41E-08,4.75E-08,0,2.061,1.143,0.395
1128,5492,9.792,148.48,1.80E-07,3.37E-07,1.45E-06,4.62E-06,1.117,1.006,0.819
1129,5493,26.72,70.944,7.83E-07,9.17E-07,1.85E-06,2.89E-06,1.183,0.808,0.57
1130,5494,18.88,32,5.95E-08,5.53E-08,2.94E-07,7.39E-07,0.997,0.881,0.752
1131,5495,3.264,26.272,4.59E-07,4.93E-07,1.30E-06,1.11E-06,2.394,2.124,1.792
1132,5497,36.576,118.304,1.20E-06,7.70E-07,1.11E-06,1.31E-07,0.85,0.678,0.468
1133,5498,0.273,0.769,1.59E-09,8.10E-09,5.04E-08,9.78E-08,0.961,0.712,0.229
1134,5499,0.432,0.624,1.12E-08,2.28E-08,1.50E-07,6.32E-07,1.559,1.338,0.693
1135,5500,0.056,0.136,1.46E-08,1.79E-08,1.57E-07,1.95E-07,6.91,2.767,0.708
1136,5501,0.256,0.384,1.04E-08,2.21E-08,6.57E-08,0,1.687,1.135,0.417
1137,5502,0.064,0.064,4.47E-09,2.45E-09,7.14E-08,4.31E-06,3.846,1.015,0.288
1138,5503,71.648,200.032,7.18E-07,4.82E-07,4.22E-07,0,0.641,0.5,0.431
1139,5504,3.676,7.68,2.01E-07,2.02E-07,2.33E-07,1.52E-07,2.755,2.565,1.637
1140,5507,2.816,6.72,1.39E-07,1.52E-07,2.47E-07,0,0.6,0.402,0.292
1141,5508,439.104,488.704,1.10E-07,1.33E-07,1.48E-07,0,1.398,1.218,0.793
1142,5510,21.696,50.72,8.26E-07,9.66E-07,1.85E-06,0,0.689,0.443,0.379
1143,5512,18.752,90.336,2.00E-06,3.43E-06,1.16E-05,3.47E-05,3.732,3.457,3.126
1144,5513,3.936,16.992,6.75E-08,1.43E-07,3.40E-07,6.18E-07,0.327,0.361,0.255
1145,5515,24.32,49.728,3.66E-07,5.72E-07,1.31E-06,2.05E-06,1.07,1.016,0.878
1146,5516,11.392,27.68,1.11E-07,3.61E-07,8.90E-07,2.85E-09,0.732,0.569,0.432
1147,5517,2.688,14.464,2.44E-07,3.43E-07,9.89E-07,3.19E-07,2.057,1.768,1.758
1148,5518,6.912,51.904,7.52E-07,8.30E-07,2.45E-06,3.38E-06,2.543,2.353,2.152
1149,5523,3.712,17.888,1.02E-06,1.16E-06,2.74E-06,1.96E-06,3.733,3.665,3.523
1150,5524,18.72,42.912,2.21E-07,3.39E-07,7.26E-07,0,0.57,0.491,0.454
1151,5526,34.88,72.448,1.57E-06,2.15E-06,6.41E-06,1.00E-05,3.779,3.385,2.671
1152,5527,0.357,0.82,4.14E-08,7.55E-08,7.95E-07,5.83E-06,5.038,4.499,3.256
1153,5528,0.224,0.855,1.41E-08,2.77E-08,1.79E-07,1.06E-06,2.266,1.983,0.833
1154,5529,0.256,1.015,1.94E-08,4.35E-08,2.63E-07,3.04E-07,4.23,2.776,1.252
1155,5530,2.658,4.955,1.04E-06,8.92E-07,1.31E-06,1.96E-08,6.695,5.495,3.826
1156,5531,7.552,33.92,1.05E-06,8.78E-07,1.89E-06,6.07E-07,1.87,1.668,1.546
1157,5533,0.448,0.768,3.84E-08,5.11E-08,6.96E-07,4.41E-06,5.123,4.865,2.747
1158,5536,0.016,0.048,5.39E-09,6.02E-09,2.17E-08,0,2.064,0.582,0.121
1159,5537,0.256,0.448,5.32E-09,9.48E-09,7.38E-08,2.27E-07,0.986,0.861,0.328
1160,5538,7.232,23.552,7.78E-08,2.25E-07,9.71E-07,2.60E-06,0.807,0.63,0.492
1161,5539,8.576,77.824,2.89E-07,4.51E-07,8.38E-07,0,2.176,1.879,1.395
1162,5540,42.496,76.768,9.33E-07,4.69E-07,6.10E-07,2.97E-06,1.341,1.07,0.7
1163,5541,5.888,26.432,4.27E-07,6.03E-07,1.28E-06,1.37E-06,1.839,1.656,1.461
1164,5542,29.696,80,4.21E-07,6.33E-07,3.92E-06,4.69E-06,1.499,1.44,1.3
1165,5545,2.432,12.544,1.37E-07,2.42E-07,9.69E-07,1.58E-06,2.449,2.229,2.204
1166,5546,1.408,3.776,1.90E-08,3.49E-08,2.46E-07,2.13E-06,1.077,0.605,0.492
1167,5547,0.512,0.896,3.01E-08,1.84E-08,2.84E-07,1.74E-06,1.967,1.68,1.135
1168,5548,84.8,187.776,2.94E-06,2.52E-06,5.11E-06,4.68E-06,5.963,5.95,5.095
1169,5551,31.36,60.384,1.47E-06,1.17E-06,2.82E-06,0,0.865,0.885,0.774
1170,5554,18.368,79.296,4.87E-07,7.67E-07,3.02E-06,8.77E-06,1.455,1.256,1.154
1171,5555,18.304,49.216,7.49E-07,6.11E-07,1.78E-06,0,1.032,0.789,0.66
1172,5556,0.503,1.511,4.98E-08,6.02E-08,1.49E-07,0,1.584,1.299,0.891
1173,5559,4.288,16.736,3.23E-08,4.42E-08,3.35E-07,6.48E-07,0.676,0.548,0.386
1174,5560,0.184,0.49,0,9.85E-09,7.27E-08,1.54E-07,1.002,0.746,0.311
1175,5561,0.032,0.104,8.15E-08,1.20E-07,2.22E-07,2.57E-08,19.28,7.392,1.867
1176,5562,0.096,0.16,3.87E-09,9.37E-09,9.05E-08,2.64E-07,2.566,1.503,0.414
1177,5563,0.778,4.89,6.87E-07,1.14E-06,2.75E-06,2.79E-06,22.704,21.435,13.793
1178,5564,0.056,0.448,1.23E-08,1.85E-08,1.69E-07,1.54E-06,6.734,2.806,0.721
1179,5565,3.136,12.832,1.49E-07,1.29E-07,1.43E-07,0,1.376,1.298,0.682
1180,5566,20.352,39.84,8.59E-07,8.85E-07,3.61E-06,7.87E-06,1.097,0.885,0.786
1181,5567,3.136,12.736,2.54E-06,2.95E-06,1.26E-05,2.68E-05,22.802,21.894,18.727
1182,5568,1.792,5.184,4.78E-07,8.65E-07,6.71E-06,3.25E-05,13.944,13.326,12.201
1183,5569,11.2,24.832,5.22E-07,4.02E-07,5.50E-07,4.83E-08,0.878,0.626,0.556
1184,5571,1.344,8.064,6.38E-08,9.81E-08,3.24E-07,4.44E-07,2.887,2.448,1.409
1185,5572,11.2,20.096,6.96E-08,1.04E-07,5.41E-07,2.95E-07,7.186,3.431,1.717
1186,5573,2.624,7.808,4.71E-08,4.70E-08,1.50E-07,1.30E-06,0.569,0.35,0.332
1187,5574,28.736,119.808,1.17E-06,1.07E-06,3.06E-06,1.69E-06,1.255,1.176,0.705
1188,5575,8.448,12.8,1.32E-06,1.23E-06,3.07E-06,5.84E-06,9.5,8.68,5.799
1189,5576,0.112,0.192,1.24E-09,6.14E-09,4.33E-08,1.37E-07,0.995,0.755,0.183
1190,5581,8.256,28.768,2.52E-07,2.17E-07,4.42E-07,0,0.784,0.574,0.499
1191,5585,82.112,229.888,1.71E-06,2.06E-06,3.81E-06,1.56E-05,1.801,1.614,1.128
1192,5589,69.312,130.24,9.95E-07,8.78E-07,1.33E-06,0,0.772,0.705,0.549
1193,5590,19.392,43.904,9.48E-07,8.05E-07,1.16E-06,0,0.998,0.898,0.615
1194,5591,47.104,135.488,4.01E-06,5.85E-06,2.31E-05,5.08E-05,4.762,4.19,3.67
1195,5592,0.15,0.475,8.16E-09,1.00E-08,9.46E-08,0,1.914,1.4,0.432
1196,5593,11.968,76.416,5.80E-07,1.03E-06,3.30E-06,1.56E-06,4.228,4.024,3.761
1197,5594,4.864,12.8,1.36E-07,1.70E-07,5.10E-07,1.38E-07,0.715,0.634,0.582
1198,5597,8.704,31.168,6.05E-07,6.37E-07,2.14E-06,6.18E-06,3,2.361,1.597
1199,5599,0.297,0.598,2.33E-08,4.45E-08,2.95E-07,1.41E-06,4.246,2.863,1.455
1200,5601,4.736,19.456,9.30E-07,1.43E-06,5.04E-06,7.30E-06,4.938,4.49,4.444
1201,5603,20.672,51.968,3.19E-07,3.96E-07,1.72E-06,9.57E-06,1.478,1.125,0.709
1202,5604,8.512,15.68,4.39E-07,6.66E-07,4.06E-06,1.10E-05,2.931,2.716,2.252
1203,5605,1.728,7.296,2.56E-07,1.27E-07,7.19E-08,6.49E-07,0.694,0.587,0.45
1204,5606,11.264,93.248,2.34E-06,3.42E-06,9.91E-06,1.74E-05,2.596,2.38,2.154
1205,5607,0.512,1.088,4.93E-08,8.53E-08,5.83E-07,2.07E-06,5.851,4.295,2.435
1206,5608,4.224,9.28,1.90E-07,2.87E-07,1.20E-06,5.27E-07,1.487,1.299,1.118
1207,5610,75.392,95.36,8.83E-07,7.18E-07,1.35E-06,0,0.783,0.673,0.489
1208,5612,30.528,73.152,1.14E-07,1.73E-07,1.12E-06,1.05E-05,0.507,0.338,0.284
1209,5614,2.176,5.312,1.36E-05,2.17E-05,8.67E-05,0.000138,183.37,181.634,163.344
1210,5615,0.64,1.792,3.57E-07,0,1.13E-07,0,1.024,0.744,0.365
1211,5617,12.8,31.872,7.95E-07,1.10E-06,5.71E-06,1.23E-05,2.16,1.88,1.822
1212,5618,5.44,22.144,1.16E-07,1.17E-07,5.41E-07,3.65E-06,1.208,0.951,0.555
1213,5619,0.065,0.167,7.22E-09,1.61E-08,9.34E-08,1.29E-07,3.491,1.851,0.498
1214,5620,0.016,0.04,8.46E-09,8.80E-09,2.86E-08,2.88E-08,2.523,0.699,0.192
1215,5621,3.456,9.536,2.28E-06,3.35E-06,1.13E-05,1.92E-05,25.643,23.887,18.168
1216,5622,69.44,106.048,1.94E-06,8.64E-07,1.22E-06,0,0.634,0.407,0.352
1217,5624,6.912,116.544,1.36E-06,1.84E-06,7.62E-06,1.57E-05,2.042,1.848,1.445
1218,5626,9.984,22.272,1.68E-07,1.15E-07,2.57E-07,1.60E-06,0.635,0.507,0.499
1219,5627,1.92,7.616,1.31E-07,8.03E-08,1.05E-07,0,0.661,0.497,0.388
1220,5628,3.968,15.872,1.47E-06,1.79E-06,5.24E-06,8.30E-06,8.969,8.466,7.029
1221,5632,15.744,49.408,3.65E-07,4.05E-07,2.43E-06,1.86E-05,0.964,0.776,0.743
1222,5633,0.172,0.253,9.12E-09,2.33E-08,6.33E-08,0,2.309,1.526,0.418
1223,5634,0.576,1.152,1.97E-07,1.66E-07,1.44E-07,0,4.217,3.865,1.98
1224,5635,11.136,31.296,1.99E-07,1.69E-07,6.50E-07,1.04E-06,1.096,0.82,0.552
1225,5637,4.928,13.184,3.44E-07,3.46E-07,9.40E-07,2.63E-06,1.764,1.609,1.466
1226,5638,0.292,0.824,8.23E-09,1.85E-08,3.93E-08,2.18E-07,0.972,0.662,0.293
1227,5640,3.264,16.448,2.51E-07,2.30E-07,4.73E-07,5.30E-07,1.037,0.952,0.684
1228,5644,2.24,16.064,5.37E-07,9.22E-07,3.08E-06,7.67E-06,6.013,5.637,4.944
1229,5645,12.416,40.96,4.56E-07,4.13E-07,1.19E-06,5.08E-07,1.119,0.934,0.833
1230,5646,57.024,109.248,4.00E-07,4.26E-07,1.15E-06,2.16E-06,1.074,0.813,0.47
1231,5647,0.192,1.088,7.35E-09,2.11E-08,1.94E-07,2.00E-06,6.505,3.381,0.855
1232,5648,13.952,40.448,1.98E-06,2.05E-06,4.41E-06,0,1.027,0.961,0.838
1233,5650,0.543,1.1,1.05E-08,1.08E-08,1.61E-07,7.42E-07,1.012,0.893,0.643
1234,5654,25.472,71.36,3.51E-06,6.65E-06,2.63E-05,3.55E-05,4.884,4.599,4.428
1235,5655,2.624,6.208,1.28E-07,2.88E-07,4.66E-07,0,1.477,1.099,0.945
1236,5664,0.768,2.496,1.92E-08,2.61E-08,6.39E-08,8.23E-08,0.731,0.596,0.378
1237,5667,6.592,33.216,5.22E-07,5.44E-07,1.11E-06,2.63E-06,1.737,1.386,1.228
1238,5697,0.896,2.624,1.36E-06,1.09E-06,8.94E-07,2.69E-07,11.777,11.26,9.406
1239,5704,2.88,10.048,1.99E-06,1.98E-06,4.90E-06,3.45E-06,43.927,32.266,17.298
1240,5706,26.368,152,3.09E-06,2.66E-06,8.91E-06,5.13E-06,1.248,1.148,1.06
1241,5711,0.576,2.24,6.56E-07,9.57E-07,4.33E-06,1.98E-05,41.245,37.575,20.756
1242,5713,21.184,50.432,5.09E-07,3.94E-07,1.01E-06,1.03E-06,1.132,0.883,0.752
1243,5715,7.104,20.992,1.14E-06,7.12E-07,6.99E-07,0,0.799,0.629,0.529
1244,5716,44.48,62.784,8.23E-07,4.07E-07,6.62E-07,0,1.226,0.857,0.634
1245,5718,5.76,8.768,1.69E-07,9.61E-08,8.52E-08,5.66E-07,0.405,0.299,0.267
1246,5719,3.2,9.792,1.69E-07,2.41E-07,7.47E-07,6.54E-07,1.929,1.768,1.597
1247,5721,25.856,41.408,3.16E-07,6.90E-07,2.47E-06,6.63E-06,3.417,2.827,2.133
1248,5723,25.6,39.936,4.01E-07,4.07E-07,5.26E-07,9.91E-07,0.948,0.749,0.546
1249,5724,0.448,1.28,1.32E-08,3.16E-08,2.31E-07,7.52E-07,2.154,1.866,0.924
1250,5725,10.624,40.64,4.61E-07,6.51E-07,2.80E-06,1.47E-05,11.695,7.037,2.697
1251,5726,3.2,12.736,1.21E-06,1.25E-06,1.87E-06,8.58E-07,5.51,5.017,4.226
1252,5729,15.424,52.992,3.33E-06,3.38E-06,6.40E-06,6.09E-06,2.383,2.276,2.099
1253,5730,0.832,7.744,6.50E-08,3.90E-08,1.98E-07,3.71E-07,2.272,1.88,0.821
1254,5731,26.176,60.032,3.37E-06,2.75E-06,6.97E-06,8.68E-06,3.285,3.213,2.422
1255,5733,0.048,0.675,5.67E-09,1.14E-08,3.70E-08,4.58E-08,2.03,0.93,0.243
1256,5736,55.872,79.168,8.79E-07,4.90E-07,5.16E-07,1.35E-06,0.637,0.424,0.284
1257,5740,0.349,1.146,6.47E-09,1.53E-08,6.67E-08,5.00E-07,1.44,1.176,0.378
1258,5770,0.251,0.727,1.62E-08,9.57E-09,5.30E-08,4.47E-07,1.422,0.988,0.271
1259,5773,11.584,31.488,7.19E-06,9.93E-06,2.76E-05,5.47E-06,15.209,14.584,13.981
1260,5867,2.24,13.184,2.40E-07,3.19E-07,1.15E-06,8.61E-07,6.087,4.594,2.447
1261,5890,2.048,5.76,1.50E-07,1.24E-07,1.83E-07,0,1.061,0.78,0.662
1262,5955,3.328,11.648,3.34E-07,3.08E-07,8.76E-07,0,3.597,3.356,1.893
1263,5983,3.584,13.312,1.18E-07,1.63E-07,4.59E-07,2.57E-06,1.007,0.875,0.748
1264,5989,22.528,26.944,7.04E-06,3.62E-06,5.52E-06,2.57E-06,77.611,69.933,29.702
1265,5992,0.019,0.051,7.04E-09,1.00E-08,2.13E-08,0,2.464,0.686,0.183
1266,5995,7.872,26.688,3.55E-06,5.07E-06,3.40E-05,0.000165,14.617,14.209,13.308
1267,6004,20.416,48.448,1.58E-06,1.35E-06,2.59E-06,7.95E-07,1.999,1.764,1.577
1268,6082,2.496,6.208,5.10E-07,4.70E-07,3.62E-07,6.56E-07,2.36,1.966,1.421
1269,6083,10.112,21.44,4.79E-07,4.12E-07,7.64E-07,4.77E-07,2.221,1.976,1.481
1270,6090,2.624,6.08,3.82E-07,6.85E-07,1.91E-06,8.68E-07,4.01,3.893,3.359
1271,6091,0.512,1.472,9.32E-08,9.63E-08,1.59E-07,0,2.168,1.836,1.26
1272,6096,0.384,4.288,1.40E-08,5.06E-08,1.83E-07,4.76E-07,3.109,2.018,1.017
1273,6098,3.712,9.344,3.47E-07,4.14E-07,1.01E-06,1.20E-07,1.717,1.575,1.353
1274,6100,3.84,16.256,2.04E-06,3.55E-06,1.56E-05,5.73E-05,19.412,18.887,16.836
1275,6101,11.52,26.24,8.38E-07,9.48E-07,2.76E-06,1.06E-06,1.403,1.169,1.073
1276,6102,19.2,60.48,3.36E-07,3.22E-07,4.27E-07,3.35E-07,0.689,0.483,0.374
1277,6103,24.448,49.408,1.17E-06,1.38E-06,4.50E-06,2.17E-06,1.783,1.755,1.489
1278,6104,4.352,11.904,4.32E-07,2.85E-07,2.49E-07,1.31E-07,0.888,0.704,0.616
1279,6105,0.124,0.207,1.04E-08,1.23E-08,2.58E-08,1.24E-07,2.424,1.119,0.214
1280,6111,14.272,53.632,5.07E-07,4.59E-07,1.71E-06,8.07E-06,1.072,1.061,0.899
1281,6113,1.664,37.952,3.46E-07,4.10E-07,8.53E-07,1.14E-06,8.884,6.209,4.257
1282,6115,47.104,122.496,1.74E-06,2.55E-06,1.55E-05,5.47E-05,2.505,2.315,2.1
1283,6117,0.371,0.711,1.19E-08,3.64E-08,1.71E-07,5.95E-07,1.711,1.206,0.795
1284,6118,21.568,55.808,3.38E-07,5.40E-07,9.80E-07,0,0.74,0.553,0.419
1285,6119,5.056,15.104,1.08E-07,1.69E-07,8.35E-07,3.42E-07,0.891,0.674,0.563
1286,6120,0.128,0.64,1.23E-08,1.52E-08,4.52E-08,4.74E-07,2.571,1.251,0.341
1287,6123,0.069,0.186,3.57E-08,4.50E-08,3.91E-07,3.19E-06,12.834,7.176,1.823
1288,6124,6.208,16.832,3.85E-06,7.17E-06,3.36E-05,7.35E-05,41.771,35.128,23.667
1289,6127,22.656,70.08,2.08E-07,2.36E-07,1.34E-06,6.35E-06,0.543,0.369,0.31
1290,6128,53.824,69.952,1.33E-06,1.09E-06,1.59E-06,0,1.325,1.138,1.056
1291,6131,4.288,10.048,3.41E-08,5.98E-08,2.86E-07,8.73E-07,1.395,1.133,0.75
1292,6135,1.856,4.032,3.41E-08,2.30E-08,2.87E-07,1.44E-06,0.798,0.534,0.397
1293,6136,1.216,1.92,8.19E-08,9.55E-08,1.91E-07,6.96E-08,3.43,1.977,0.937
1294,6137,0.768,8.384,1.75E-08,3.56E-08,1.81E-07,1.72E-07,0.9,0.646,0.514
1295,6139,13.504,30.656,6.88E-07,2.06E-07,8.23E-08,3.02E-06,0.765,0.514,0.337
1296,6141,28.096,62.656,6.66E-08,1.80E-07,9.10E-07,1.25E-06,1.671,1.445,1.035
1297,6145,0.172,0.46,1.68E-08,3.40E-08,1.73E-07,1.93E-07,2.967,2.625,0.947
1298,6147,10.816,32.832,1.08E-06,8.98E-07,1.37E-06,1.11E-06,1.35,1.205,1.068
1299,6151,4.992,11.84,1.44E-07,1.07E-07,3.32E-07,2.86E-06,1.64,1.364,0.509
1300,6152,16.064,34.24,2.96E-07,3.61E-07,1.12E-06,1.15E-06,0.841,0.762,0.677
1301,6153,0.448,1.344,1.41E-08,1.97E-08,9.33E-08,1.47E-07,1.599,1.211,0.506
1302,6154,27.008,49.344,5.38E-07,9.18E-07,2.28E-06,0,1.369,1.311,1.139
1303,6158,1.792,8.576,1.62E-07,1.02E-07,5.69E-08,2.37E-07,1.227,1.065,0.772
1304,6159,16.448,49.92,3.40E-06,2.51E-06,3.90E-06,4.68E-07,2.163,1.943,1.808
1305,6165,27.84,68.032,8.54E-07,6.88E-07,1.20E-06,1.02E-06,0.804,0.682,0.588
1306,6166,0.064,0.192,6.08E-09,9.13E-09,6.45E-08,0,2.436,1.055,0.296
1307,6167,20.224,61.696,3.36E-06,2.30E-06,2.89E-06,6.59E-07,1.323,1.149,1.093
1308,6168,15.872,58.88,4.58E-06,5.33E-06,2.49E-05,0.000133,18.617,17.249,12.481
1309,6176,6.336,14.144,4.32E-07,2.84E-07,3.61E-07,0,0.666,0.43,0.349
1310,6178,0.512,0.96,4.51E-09,1.46E-08,1.15E-07,6.42E-07,0.803,0.662,0.374
1311,6180,0.256,0.896,9.23E-09,2.13E-08,6.37E-08,6.01E-08,1.335,1.107,0.415
1312,6182,0.192,3.904,2.59E-08,1.56E-08,1.30E-07,8.40E-07,3.24,1.798,0.602
1313,6186,5.184,16.192,5.57E-07,3.31E-07,7.85E-07,2.95E-08,1.444,1.198,0.987
1314,6188,5.632,7.936,4.48E-08,4.86E-08,5.64E-08,2.45E-07,0.984,0.783,0.489
1315,6189,4.032,8.192,1.40E-07,1.59E-07,1.21E-06,3.37E-06,1.481,1.294,1.045
1316,6190,24.32,43.328,6.47E-07,6.58E-07,1.17E-06,2.26E-06,0.989,0.908,0.705
1317,6194,7.616,35.264,1.76E-06,1.61E-06,2.70E-06,1.82E-07,2.39,2.197,2.019
1318,6198,3.712,10.496,5.32E-06,8.21E-06,2.81E-05,4.99E-05,66.498,62.124,43.992
1319,6204,3.072,3.136,7.16E-09,1.63E-08,3.56E-08,1.58E-08,2.58,0.914,0.272
1320,6205,0.192,2.176,8.66E-09,8.42E-09,6.84E-08,3.55E-07,2.304,1.113,0.317
1321,6206,0.576,6.464,2.00E-07,1.33E-07,1.02E-07,0,3.597,2.813,1.587
1322,6215,0.192,0.64,7.04E-09,1.39E-08,1.12E-07,1.19E-06,1.97,1.56,0.485
1323,6216,1.152,2.432,1.62E-07,2.88E-07,4.42E-07,2.02E-07,3.414,3.054,2.298
1324,6219,1.856,2.752,3.53E-10,6.32E-09,2.48E-08,1.15E-07,1.796,0.631,0.144
1325,6222,20.16,33.856,6.55E-07,5.48E-07,8.70E-07,2.11E-06,0.895,0.74,0.619
1326,6223,4.8,11.008,1.07E-07,7.43E-08,1.88E-07,2.36E-07,0.754,0.553,0.411
1327,6225,6.08,23.104,2.05E-07,2.23E-07,8.80E-07,2.66E-06,1.282,1.175,0.969
1328,6226,10.24,63.04,1.31E-06,1.81E-06,4.70E-06,5.01E-06,2.933,2.706,2.259
1329,6227,2.24,5.76,5.55E-08,2.17E-08,1.59E-07,0,0.525,0.364,0.278
1330,6228,14.912,30.4,1.49E-08,5.74E-08,1.44E-07,3.20E-07,0.675,0.527,0.384
1331,6230,0.32,1.28,1.35E-08,1.78E-08,9.84E-08,2.78E-07,4.836,2.07,0.522
1332,6233,0.768,4.864,8.48E-08,2.51E-08,1.72E-08,3.39E-08,0.969,0.748,0.329
1333,6234,22.848,89.664,9.08E-08,1.41E-07,5.24E-07,1.44E-07,0.629,0.5,0.425
1334,6235,2.24,4.032,9.34E-07,1.41E-06,6.63E-06,1.25E-05,21.742,19.802,12.474
1335,6237,0.256,0.64,3.01E-09,2.49E-08,1.41E-07,0,1.98,1.303,0.667
1336,6238,0.256,2.24,2.57E-08,3.73E-09,1.27E-07,0,2.005,1.27,0.454
1337,6241,2.752,8.768,1.70E-07,2.28E-07,4.93E-07,8.61E-07,1.733,1.581,1.371
1338,6242,33.92,77.824,9.66E-07,7.69E-07,1.58E-06,2.63E-06,4.295,3.961,3.367
1339,6243,28.48,35.392,1.61E-07,2.64E-07,7.81E-07,2.31E-06,1.403,1.036,0.795
1340,6244,30.528,70.976,5.99E-07,7.84E-07,1.39E-06,4.08E-06,0.77,0.636,0.53
1341,6249,34.24,102.208,1.37E-06,1.40E-06,6.37E-06,1.65E-05,1.393,1.155,1.052
1342,6251,1.792,3.008,2.44E-07,2.55E-07,1.02E-06,2.92E-06,7.594,6.162,3.677
1343,6263,0.256,1.984,1.27E-07,1.35E-07,3.09E-07,0,7.997,6.157,2.124
1344,6265,0.063,0.199,1.22E-08,2.39E-08,1.30E-07,6.15E-07,4.923,2.511,0.697
1345,6266,15.552,37.568,1.53E-06,2.33E-06,1.05E-05,1.57E-05,4.037,3.804,3.465
1346,6267,3.264,12.864,1.23E-07,1.97E-07,4.74E-07,2.70E-07,1.252,0.796,0.726
1347,6269,6.08,22.976,1.54E-07,1.35E-07,5.33E-07,1.93E-07,0.738,0.52,0.45
1348,6270,16.704,37.568,3.74E-07,6.22E-07,2.03E-06,0,0.868,0.675,0.481
1349,6271,50.944,60.096,1.48E-07,2.14E-07,5.97E-07,2.40E-06,1.004,0.801,0.582
1350,6272,56.512,122.944,3.86E-06,3.92E-06,4.04E-06,1.20E-06,2.001,1.936,1.839
1351,6273,15.68,48.64,4.82E-07,6.94E-07,1.54E-06,2.41E-06,1.147,0.816,0.732
1352,6274,12.032,66.176,5.13E-06,5.84E-06,1.57E-05,1.61E-05,15.441,14.78,12.227
1353,6275,0.192,1.984,9.83E-09,2.52E-08,1.11E-07,4.18E-07,2.101,1.465,0.527
1354,6278,0.128,0.192,3.42E-09,0,3.15E-08,0,1.04,0.467,0.08
1355,6279,15.936,32.512,1.61E-06,8.96E-07,1.02E-06,3.61E-06,1.119,0.953,0.795
1356,6280,22.016,72.384,1.72E-06,1.95E-06,5.24E-06,3.49E-06,1.429,1.185,1.139
1357,6281,0.512,3.072,8.14E-09,4.18E-09,5.53E-08,7.77E-07,0.792,0.507,0.236
1358,6283,6.4,15.616,7.16E-07,2.74E-07,4.16E-07,0,0.676,0.566,0.46
1359,6284,0.092,0.208,0,1.10E-08,4.53E-08,2.67E-08,1.26,0.805,0.243
1360,6285,7.424,43.264,6.01E-07,6.94E-07,1.65E-06,0,0.952,0.815,0.66
1361,6288,3.712,13.184,7.79E-07,5.23E-07,7.52E-07,3.26E-07,2.653,2.548,1.96
